rider_id,avg_delivery_time,total_orders,night_orders,weekend_orders,avg_order_value,workload_index,burnout_score,burnout_level,cluster
C8043,118.0,1,0,0,1405.0,0.3333333333333333,55.00000000000001,Medium,0
C8056,73.0,1,0,0,112.0,0.3333333333333333,64.0,Medium,2
C8079,96.0,1,1,0,1071.0,0.3333333333333333,54.0,Medium,2
C8098,40.0,1,1,0,904.0,0.3333333333333333,31.0,Low,2
C8099,66.0,1,1,0,787.0,0.3333333333333333,51.0,Medium,2
C8102,84.0,1,0,0,1045.0,0.3333333333333333,24.0,Low,0
C8112,32.0,1,0,1,1101.0,0.3333333333333333,11.0,Low,0
C8114,86.0,1,0,0,238.0,0.3333333333333333,35.0,Low,2
C8125,51.0,1,0,0,742.0,0.3333333333333333,39.0,Low,2
C8140,116.0,1,1,0,1411.0,0.3333333333333333,39.0,Low,0
C8147,76.0,1,0,0,831.0,0.3333333333333333,74.0,High,2
C8158,95.0,1,0,1,1075.0,0.3333333333333333,70.0,High,0
C8164,109.0,1,0,0,486.0,0.3333333333333333,38.0,Low,2
C8186,54.5,2,0,0,898.0,0.6666666666666666,39.0,Low,1
C8190,51.0,1,0,0,1693.0,0.3333333333333333,46.0,Medium,0
C8192,59.0,1,1,1,1402.0,0.3333333333333333,33.0,Low,0
C8196,48.0,1,0,0,870.0,0.3333333333333333,46.0,Medium,0
C8206,65.0,1,1,0,482.0,0.3333333333333333,34.0,Low,2
C8208,43.0,1,0,0,902.0,0.3333333333333333,37.0,Low,0
C8215,34.0,1,1,0,1248.0,0.3333333333333333,37.0,Low,0
C8239,67.0,1,0,1,996.0,0.3333333333333333,41.0,Medium,0
C8240,62.0,1,0,0,1849.0,0.3333333333333333,88.0,High,0
C8241,46.0,1,0,1,1012.0,0.3333333333333333,47.0,Medium,0
C8245,80.0,1,0,0,1370.0,0.3333333333333333,0.0,Low,0
C8253,76.0,1,0,1,1930.0,0.3333333333333333,34.0,Low,0
C8266,65.0,2,0,1,1851.5,0.6666666666666666,30.0,Low,1
C8270,88.0,1,1,0,1914.0,0.3333333333333333,0.0,Low,0
C8280,30.0,1,0,0,1383.0,0.3333333333333333,11.0,Low,0
C8311,115.0,1,1,0,1511.0,0.3333333333333333,7.000000000000001,Low,0
C8312,85.0,1,0,1,713.0,0.3333333333333333,48.0,Medium,2
C8326,57.0,1,0,0,1798.0,0.3333333333333333,30.0,Low,0
C8330,61.0,1,1,0,1596.0,0.3333333333333333,50.0,Medium,0
C8339,33.0,1,0,0,149.0,0.3333333333333333,49.0,Medium,2
C8343,118.0,1,1,0,265.0,0.3333333333333333,42.0,Medium,2
C8350,57.0,1,1,0,1405.0,0.3333333333333333,56.00000000000001,Medium,0
C8357,96.0,1,0,0,1250.0,0.3333333333333333,56.99999999999999,Medium,0
C8385,72.0,1,1,1,782.0,0.3333333333333333,66.0,Medium,2
C8390,102.0,1,1,0,1712.0,0.3333333333333333,49.0,Medium,0
C8392,50.5,2,1,1,1255.0,0.6666666666666666,45.0,Medium,1
C8400,77.0,2,0,1,1458.5,0.6666666666666666,73.0,High,1
C8404,55.0,1,1,1,1161.0,0.3333333333333333,37.0,Low,0
C8408,84.0,1,1,0,639.0,0.3333333333333333,45.0,Medium,2
C8409,116.0,1,0,1,1974.0,0.3333333333333333,85.0,High,0
C8418,43.0,1,0,0,970.0,0.3333333333333333,12.0,Low,0
C8419,32.0,1,0,0,242.0,0.3333333333333333,52.0,Medium,2
C8421,35.0,1,0,1,976.0,0.3333333333333333,41.0,Medium,0
C8449,41.0,1,0,1,283.0,0.3333333333333333,28.000000000000004,Low,2
C8455,108.0,1,0,1,1543.0,0.3333333333333333,37.0,Low,0
C8483,37.0,1,0,1,1976.0,0.3333333333333333,62.0,Medium,0
C8489,93.0,1,1,1,556.0,0.3333333333333333,11.0,Low,2
C8494,43.0,1,1,0,948.0,0.3333333333333333,16.0,Low,2
C8509,31.0,1,1,0,834.0,0.3333333333333333,32.0,Low,2
C8513,44.0,1,1,0,430.0,0.3333333333333333,38.0,Low,2
C8526,82.0,1,0,0,570.0,0.3333333333333333,41.0,Medium,2
C8543,109.0,1,0,0,1667.0,0.3333333333333333,26.0,Low,0
C8546,53.0,1,1,1,1876.0,0.3333333333333333,68.0,Medium,0
C8554,82.0,1,0,1,938.0,0.3333333333333333,53.0,Medium,2
C8555,97.0,1,0,0,898.0,0.3333333333333333,39.0,Low,2
C8560,79.0,2,0,0,1657.5,0.6666666666666666,37.0,Low,1
C8561,95.0,1,0,0,648.0,0.3333333333333333,41.0,Medium,2
C8570,108.0,1,0,1,467.0,0.3333333333333333,28.000000000000004,Low,2
C8574,76.0,1,1,0,1686.0,0.3333333333333333,38.0,Low,0
C8575,113.0,1,0,1,372.0,0.3333333333333333,60.0,Medium,2
C8576,108.0,1,0,0,1966.0,0.3333333333333333,36.0,Low,0
C8577,94.0,1,0,0,1368.0,0.3333333333333333,37.0,Low,0
C8587,74.0,1,0,0,1734.0,0.3333333333333333,35.0,Low,0
C8629,36.0,1,0,0,1778.0,0.3333333333333333,48.0,Medium,0
C8641,94.0,1,0,0,672.0,0.3333333333333333,61.0,Medium,2
C8648,62.0,1,1,0,901.0,0.3333333333333333,47.0,Medium,2
C8651,70.0,1,0,1,427.0,0.3333333333333333,59.0,Medium,2
C8667,106.0,1,0,0,625.0,0.3333333333333333,51.0,Medium,2
C8668,70.0,1,0,0,284.0,0.3333333333333333,47.0,Medium,2
C8673,55.0,1,1,0,971.0,0.3333333333333333,45.0,Medium,2
C8679,57.0,1,0,0,862.0,0.3333333333333333,74.0,High,2
C8683,83.0,1,1,0,669.0,0.3333333333333333,44.0,Medium,2
C8687,82.0,1,1,0,533.0,0.3333333333333333,52.0,Medium,2
C8714,42.0,1,0,1,326.0,0.3333333333333333,18.0,Low,2
C8721,112.0,1,0,0,310.0,0.3333333333333333,56.00000000000001,Medium,2
C8723,49.0,1,0,0,1574.0,0.3333333333333333,50.0,Medium,0
C8730,57.0,1,0,0,729.0,0.3333333333333333,20.0,Low,2
C8734,100.0,1,0,0,1627.0,0.3333333333333333,57.99999999999999,Medium,0
C8777,101.0,1,1,0,1345.0,0.3333333333333333,27.0,Low,0
C8783,49.0,1,1,0,1874.0,0.3333333333333333,41.0,Medium,0
C8790,74.0,1,1,0,907.0,0.3333333333333333,25.0,Low,2
C8804,76.0,1,1,0,1081.0,0.3333333333333333,18.0,Low,2
C8805,76.0,1,1,0,300.0,0.3333333333333333,36.0,Low,2
C8806,77.0,1,0,1,200.0,0.3333333333333333,64.0,Medium,2
C8830,116.0,1,0,0,1679.0,0.3333333333333333,14.000000000000002,Low,0
C8849,98.0,1,0,0,1937.0,0.3333333333333333,76.0,High,0
C8858,78.0,1,0,0,1745.0,0.3333333333333333,32.0,Low,0
C8860,47.0,1,0,0,798.0,0.3333333333333333,55.00000000000001,Medium,2
C8863,84.0,1,1,1,143.0,0.3333333333333333,69.0,Medium,2
C8869,67.0,1,1,1,352.0,0.3333333333333333,62.0,Medium,2
C8891,110.0,1,0,1,598.0,0.3333333333333333,83.0,High,2
C8892,81.0,1,1,0,902.0,0.3333333333333333,31.0,Low,2
C8901,116.0,1,1,1,571.0,0.3333333333333333,42.0,Medium,2
C8916,75.0,1,1,1,558.0,0.3333333333333333,70.0,High,2
C8939,109.0,1,1,0,1478.0,0.3333333333333333,5.0,Low,0
C8941,79.0,1,0,1,1406.0,0.3333333333333333,48.0,Medium,0
C8943,83.0,1,1,1,1984.0,0.3333333333333333,49.0,Medium,0
C8956,105.0,1,0,0,228.0,0.3333333333333333,59.0,Medium,2
C8970,77.0,1,0,1,1581.0,0.3333333333333333,49.0,Medium,0
C8973,32.0,1,0,0,1320.0,0.3333333333333333,8.0,Low,0
C8984,83.0,1,1,1,1776.0,0.3333333333333333,59.0,Medium,0
C8987,98.0,1,0,1,1035.0,0.3333333333333333,32.0,Low,2
C8989,105.0,1,0,0,557.0,0.3333333333333333,42.0,Medium,2
C8992,78.0,1,0,1,1313.0,0.3333333333333333,40.0,Medium,0
C8994,93.0,1,1,1,1634.0,0.3333333333333333,56.99999999999999,Medium,0
C8996,46.0,1,1,0,463.0,0.3333333333333333,44.0,Medium,2
C9002,45.0,1,0,0,219.0,0.3333333333333333,60.0,Medium,2
C9004,89.0,1,0,1,1241.0,0.3333333333333333,56.00000000000001,Medium,0
C9006,92.0,1,0,0,561.0,0.3333333333333333,85.0,High,2
C9007,71.0,1,1,0,754.0,0.3333333333333333,47.0,Medium,2
C9010,78.0,1,0,1,1125.0,0.3333333333333333,77.0,High,0
C9017,44.0,1,1,0,1498.0,0.3333333333333333,23.0,Low,0
C9050,48.0,1,0,0,1432.0,0.3333333333333333,27.0,Low,0
C9053,62.0,1,1,0,206.0,0.3333333333333333,42.0,Medium,2
C9058,44.0,1,1,0,546.0,0.3333333333333333,53.0,Medium,2
C9070,102.0,1,1,1,522.0,0.3333333333333333,53.0,Medium,2
C9082,99.0,1,1,1,375.0,0.3333333333333333,51.0,Medium,2
C9096,73.0,1,0,0,1346.0,0.3333333333333333,44.0,Medium,0
C9110,96.0,1,0,0,1664.0,0.3333333333333333,42.0,Medium,0
C9120,89.0,2,1,0,1003.5,0.6666666666666666,48.0,Medium,1
C9130,106.0,1,1,0,326.0,0.3333333333333333,25.0,Low,2
C9135,94.0,1,0,1,884.0,0.3333333333333333,57.99999999999999,Medium,2
C9150,80.0,1,1,0,1083.0,0.3333333333333333,15.0,Low,2
C9152,79.0,1,0,0,237.0,0.3333333333333333,47.0,Medium,2
C9154,33.0,1,0,1,167.0,0.3333333333333333,35.0,Low,2
C9155,40.0,1,1,0,1085.0,0.3333333333333333,24.0,Low,0
C9162,51.0,1,1,1,262.0,0.3333333333333333,36.0,Low,2
C9164,101.0,1,0,1,1877.0,0.3333333333333333,15.0,Low,0
C9172,81.0,1,1,0,838.0,0.3333333333333333,55.00000000000001,Medium,2
C9173,40.0,1,0,1,1389.0,0.3333333333333333,37.0,Low,0
C9175,108.0,1,0,0,1799.0,0.3333333333333333,43.0,Medium,0
C9195,109.0,1,0,1,1858.0,0.3333333333333333,11.0,Low,0
C9208,112.0,1,0,0,375.0,0.3333333333333333,0.0,Low,2
C9226,71.0,1,0,1,1399.0,0.3333333333333333,57.99999999999999,Medium,0
C9258,77.0,1,1,0,155.0,0.3333333333333333,36.0,Low,2
C9306,101.0,1,0,0,521.0,0.3333333333333333,52.0,Medium,2
C9308,83.0,1,0,0,492.0,0.3333333333333333,56.00000000000001,Medium,2
C9311,93.0,1,1,0,778.0,0.3333333333333333,64.0,Medium,2
C9319,105.0,1,0,0,1003.0,0.3333333333333333,28.999999999999996,Low,2
C9322,80.0,1,1,0,491.0,0.3333333333333333,50.0,Medium,2
C9335,91.0,1,1,0,1181.0,0.3333333333333333,13.0,Low,2
C9338,106.0,1,0,1,1957.0,0.3333333333333333,39.0,Low,0
C9352,39.0,1,1,0,730.0,0.3333333333333333,53.0,Medium,2
C9389,68.0,1,0,0,853.0,0.3333333333333333,25.0,Low,2
C9392,33.0,1,0,0,808.0,0.3333333333333333,2.0,Low,0
C9393,66.0,1,0,0,1248.0,0.3333333333333333,64.0,Medium,0
C9415,89.0,1,1,0,1270.0,0.3333333333333333,82.0,High,0
C9427,93.0,1,1,0,559.0,0.3333333333333333,47.0,Medium,2
C9433,54.0,1,0,0,1387.0,0.3333333333333333,75.0,High,0
C9434,75.0,1,0,0,1059.0,0.3333333333333333,46.0,Medium,0
C9445,67.0,1,0,1,1634.0,0.3333333333333333,47.0,Medium,0
C9472,114.0,1,0,0,951.0,0.3333333333333333,53.0,Medium,2
C9477,96.0,1,0,1,1219.0,0.3333333333333333,51.0,Medium,0
C9512,34.0,1,1,0,107.0,0.3333333333333333,65.0,Medium,2
C9527,81.0,1,0,1,1730.0,0.3333333333333333,75.0,High,0
C9529,52.0,1,0,1,1822.0,0.3333333333333333,88.0,High,0
C9533,91.0,1,0,0,1864.0,0.3333333333333333,45.0,Medium,0
C9549,33.0,1,0,0,962.0,0.3333333333333333,51.0,Medium,0
C9554,63.0,1,1,0,979.0,0.3333333333333333,50.0,Medium,2
C9567,118.0,1,0,0,595.0,0.3333333333333333,53.0,Medium,2
C9571,50.0,1,1,1,1427.0,0.3333333333333333,36.0,Low,0
C9577,94.0,1,1,1,832.0,0.3333333333333333,19.0,Low,2
C9580,79.0,1,1,0,1067.0,0.3333333333333333,45.0,Medium,2
C9609,55.0,1,1,1,1733.0,0.3333333333333333,46.0,Medium,0
C9647,76.0,1,1,0,748.0,0.3333333333333333,61.0,Medium,2
C9659,92.0,1,0,0,714.0,0.3333333333333333,25.0,Low,2
C9662,84.0,1,1,0,1825.0,0.3333333333333333,33.0,Low,0
C9666,54.5,2,0,0,799.0,0.6666666666666666,26.0,Low,1
C9669,119.0,1,1,0,483.0,0.3333333333333333,41.0,Medium,2
C9680,86.0,1,0,1,1710.0,0.3333333333333333,22.0,Low,0
C9684,44.0,1,0,0,600.0,0.3333333333333333,26.0,Low,2
C9691,75.0,1,0,0,1747.0,0.3333333333333333,63.0,Medium,0
C9702,97.0,2,0,1,1515.5,0.6666666666666666,33.0,Low,1
C9716,105.0,1,0,0,1498.0,0.3333333333333333,74.0,High,0
C9717,48.0,1,0,0,888.0,0.3333333333333333,30.0,Low,0
C9754,49.0,1,0,0,909.0,0.3333333333333333,49.0,Medium,0
C9755,52.0,1,1,0,1832.0,0.3333333333333333,73.0,High,0
C9766,37.0,1,0,1,1353.0,0.3333333333333333,56.99999999999999,Medium,0
C9787,83.0,1,0,0,482.0,0.3333333333333333,59.0,Medium,2
C9792,50.0,1,0,0,1381.0,0.3333333333333333,51.0,Medium,0
C9795,102.0,1,0,0,1987.0,0.3333333333333333,84.0,High,0
C9800,64.0,1,1,0,189.0,0.3333333333333333,59.0,Medium,2
C9808,117.0,1,1,0,811.0,0.3333333333333333,71.0,High,2
C9815,33.0,1,0,0,1267.0,0.3333333333333333,31.0,Low,0
C9837,99.0,1,1,0,1819.0,0.3333333333333333,55.00000000000001,Medium,0
C9838,50.0,1,0,0,176.0,0.3333333333333333,60.0,Medium,2
C9865,97.0,1,0,1,915.0,0.3333333333333333,48.0,Medium,2
C9867,100.0,1,1,1,1891.0,0.3333333333333333,76.0,High,0
C9901,60.0,1,0,0,1198.0,0.3333333333333333,45.0,Medium,0
C9905,107.5,2,2,0,936.5,0.6666666666666666,80.0,High,1
C9914,65.0,1,0,0,1229.0,0.3333333333333333,48.0,Medium,0
C9915,58.0,1,0,0,996.0,0.3333333333333333,37.0,Low,0
C9924,39.0,1,1,0,1395.0,0.3333333333333333,42.0,Medium,0
C9932,57.0,1,0,1,1155.0,0.3333333333333333,33.0,Low,0
C9945,87.0,1,0,0,837.0,0.3333333333333333,74.0,High,2
C9958,89.0,1,0,0,306.0,0.3333333333333333,27.0,Low,2
C9967,73.0,1,1,1,505.0,0.3333333333333333,49.0,Medium,2
C9989,72.0,1,0,0,203.0,0.3333333333333333,43.0,Medium,2
C9996,109.0,1,1,0,438.0,0.3333333333333333,28.000000000000004,Low,2
