region,month,hours_per_week,deliveries_per_day,income_mean,income_variability,stress_level,work_life_balance,burnout_risk
Frankfurt,12,70.0,21.0,1632.0,0.83,7.5,1.7,1
Cologne,10,44.0,15.1,1199.0,0.9,5.9,4.9,0
Munich,3,48.9,15.2,993.0,0.49,4.2,4.2,0
Cologne,10,37.6,17.8,1067.0,0.9,5.4,2.6,1
Frankfurt,10,46.8,18.5,1596.0,0.9,6.3,3.3,1
Berlin,5,49.6,20.6,1485.0,0.77,6.6,2.0,1
Berlin,4,46.9,15.7,1507.0,0.9,3.7,4.9,0
Berlin,3,34.8,14.1,1127.0,0.9,3.2,7.3,0
Frankfurt,5,47.1,16.0,1182.0,0.73,5.1,5.8,0
Cologne,10,59.6,24.3,1459.0,0.9,3.9,6.9,1
Berlin,9,49.5,16.3,1547.0,0.9,7.3,3.8,1
Hamburg,11,54.6,14.0,1180.0,0.6,5.4,5.8,1
Munich,1,42.6,8.2,800.0,0.47,4.7,3.2,0
Berlin,4,52.5,22.5,1622.0,0.62,4.4,6.1,1
Berlin,7,47.8,17.4,1709.0,0.63,2.8,6.7,0
Munich,4,35.5,13.5,864.0,0.39,2.6,6.6,0
Hamburg,8,48.2,20.5,1569.0,0.54,5.1,5.4,0
Munich,7,35.1,6.7,800.0,0.9,4.5,3.8,1
Berlin,5,38.7,11.8,1235.0,0.85,4.1,4.1,0
Berlin,10,46.9,14.9,1151.0,0.9,5.2,5.4,0
Cologne,4,48.0,18.2,1310.0,0.9,4.3,6.2,0
Frankfurt,8,33.1,9.0,800.0,0.63,4.1,6.1,0
Cologne,1,55.5,14.9,1374.0,0.9,7.8,1.3,1
Cologne,2,50.7,13.3,1288.0,0.62,6.1,4.6,1
Cologne,5,38.0,16.1,1013.0,0.78,5.0,5.7,0
Cologne,10,29.6,7.6,800.0,0.5,3.4,6.7,0
Cologne,7,43.6,12.9,800.0,0.4,2.1,6.7,0
Hamburg,9,40.5,15.4,1410.0,0.38,2.5,7.1,0
Frankfurt,3,46.1,13.3,1147.0,0.81,5.3,5.5,0
Frankfurt,5,41.4,8.7,800.0,0.9,4.1,7.2,0
Frankfurt,11,24.9,5.0,800.0,0.43,3.2,6.5,0
Hamburg,2,41.1,13.5,1150.0,0.83,6.6,3.1,1
Hamburg,6,41.9,15.5,1283.0,0.88,5.3,4.6,0
Hamburg,6,51.3,16.5,1285.0,0.85,7.0,3.3,1
Berlin,4,38.0,14.0,1116.0,0.9,3.9,5.5,0
Frankfurt,2,61.8,15.8,1184.0,0.55,5.0,2.1,1
Munich,8,25.9,5.0,800.0,0.34,2.5,8.7,0
Cologne,8,58.1,26.1,2336.0,0.66,4.6,7.2,1
Berlin,1,42.8,18.0,1338.0,0.86,6.6,2.8,1
Berlin,2,53.6,20.2,1508.0,0.68,6.5,2.4,1
Cologne,4,45.8,13.3,1037.0,0.57,5.4,4.5,0
Berlin,12,56.4,18.1,1732.0,0.9,7.5,2.3,1
Hamburg,12,41.1,13.7,1323.0,0.37,1.1,9.9,0
Berlin,1,34.0,15.3,1144.0,0.68,4.3,5.8,0
Frankfurt,6,59.2,20.9,1921.0,0.9,4.0,5.3,1
Frankfurt,11,43.9,16.2,1318.0,0.79,4.4,4.3,0
Munich,2,47.2,15.2,1050.0,0.71,4.3,6.6,0
Frankfurt,3,57.3,21.5,1624.0,0.75,6.7,3.9,1
Cologne,11,34.7,12.5,1272.0,0.7,3.8,7.3,0
Cologne,9,51.0,17.1,1786.0,0.9,7.1,1.9,1
Frankfurt,7,39.1,10.8,928.0,0.84,3.0,8.8,0
Hamburg,4,43.7,14.2,1024.0,0.86,5.4,2.8,1
Frankfurt,12,45.7,12.0,935.0,0.9,4.8,5.9,0
Hamburg,10,30.0,9.9,800.0,0.3,1.0,7.1,0
Cologne,1,37.2,12.7,890.0,0.33,2.3,6.9,0
Frankfurt,4,58.5,12.3,840.0,0.9,5.6,5.9,1
Munich,10,53.9,17.3,1365.0,0.71,7.1,3.8,1
Cologne,6,44.4,11.3,925.0,0.9,5.1,4.3,0
Munich,8,47.4,17.3,1355.0,0.67,3.0,6.5,0
Cologne,11,42.1,15.9,1230.0,0.69,4.0,6.1,0
Berlin,9,58.6,18.2,1612.0,0.9,8.9,1.6,1
Berlin,4,43.0,16.0,1232.0,0.87,4.5,6.8,0
Berlin,6,47.3,17.5,1371.0,0.83,4.2,5.3,0
Munich,2,56.5,18.1,1415.0,0.9,6.4,2.0,1
Hamburg,2,37.2,17.0,1670.0,0.75,4.9,5.3,0
Cologne,6,60.6,18.0,1343.0,0.9,5.4,4.2,1
Berlin,9,29.7,14.3,1264.0,0.9,3.7,5.0,0
Munich,3,61.3,19.8,1431.0,0.68,5.6,4.7,1
Cologne,4,41.3,11.2,968.0,0.9,5.2,4.6,0
Berlin,11,42.6,13.1,1160.0,0.9,4.5,5.8,0
Berlin,9,26.1,5.4,800.0,0.74,3.3,5.8,0
Berlin,9,40.5,15.8,1190.0,0.68,2.9,7.6,0
Munich,11,34.6,6.7,800.0,0.71,2.2,6.5,0
Hamburg,5,38.9,17.1,1215.0,0.56,5.3,3.9,0
Berlin,9,43.6,11.7,1132.0,0.46,4.2,5.5,0
Berlin,5,54.6,20.7,2073.0,0.9,5.9,5.9,1
Hamburg,5,47.1,15.8,1428.0,0.76,4.2,6.5,0
Hamburg,7,48.1,16.8,1095.0,0.58,6.2,4.9,0
Frankfurt,6,34.0,9.6,926.0,0.57,2.5,8.9,0
Berlin,10,36.2,13.1,861.0,0.55,3.4,10.0,0
Cologne,11,63.0,21.4,1642.0,0.9,7.5,2.6,1
Frankfurt,7,37.6,8.2,800.0,0.78,5.5,5.9,0
Cologne,10,61.6,17.6,1482.0,0.82,5.4,5.6,1
Hamburg,2,42.6,12.6,1018.0,0.7,7.2,3.8,1
Frankfurt,9,45.0,12.7,899.0,0.9,5.0,6.8,0
Munich,6,55.7,22.3,1998.0,0.9,4.0,5.6,1
Frankfurt,9,57.7,19.3,1435.0,0.9,6.3,3.2,1
Frankfurt,1,43.9,12.3,1234.0,0.69,3.8,6.5,0
Hamburg,2,41.1,12.2,800.0,0.9,4.8,5.1,0
Berlin,7,44.4,13.3,1107.0,0.53,4.4,5.9,0
Hamburg,12,48.4,15.3,976.0,0.52,4.9,6.6,0
Hamburg,2,53.9,14.7,1013.0,0.66,4.0,5.5,1
Hamburg,6,45.0,12.6,903.0,0.61,6.0,3.7,1
Cologne,2,51.2,19.4,1853.0,0.52,3.4,6.8,0
Munich,10,61.4,21.0,1943.0,0.77,4.5,5.3,1
Cologne,5,48.8,15.8,1440.0,0.71,5.4,2.7,1
Frankfurt,6,48.1,16.0,1290.0,0.9,7.2,2.2,1
Hamburg,7,29.8,9.8,822.0,0.46,2.5,8.2,0
Berlin,1,20.0,6.0,800.0,0.9,3.1,8.4,0
Hamburg,2,48.9,17.8,1568.0,0.74,6.5,2.3,1
Cologne,2,44.1,16.0,1285.0,0.79,5.6,3.2,1
Munich,1,39.9,8.6,983.0,0.46,3.5,6.5,0
Cologne,3,47.4,15.4,1396.0,0.7,3.1,4.8,0
Hamburg,12,44.4,10.3,871.0,0.83,1.1,8.4,0
Munich,6,56.3,20.7,1561.0,0.9,5.2,3.0,1
Berlin,12,45.9,17.6,1297.0,0.66,6.4,5.0,0
Cologne,11,37.5,10.7,800.0,0.57,2.1,7.2,0
Cologne,9,54.9,18.0,1527.0,0.78,6.5,5.1,1
Frankfurt,3,42.8,7.9,803.0,0.4,2.9,8.3,0
Munich,12,50.3,19.7,1285.0,0.9,5.2,4.2,1
Cologne,3,40.2,15.5,854.0,0.68,5.1,3.8,1
Frankfurt,2,38.5,16.3,1112.0,0.64,2.9,6.9,0
Berlin,2,45.8,19.7,1498.0,0.62,4.8,5.1,0
Cologne,7,45.1,11.4,1149.0,0.49,3.9,6.5,0
Cologne,4,49.8,19.3,1485.0,0.9,6.0,3.2,1
Hamburg,6,42.3,18.5,1534.0,0.45,4.6,6.2,0
Cologne,8,26.6,5.0,800.0,0.58,2.7,7.5,0
Berlin,5,40.7,13.0,839.0,0.9,6.4,3.3,1
Frankfurt,3,52.9,16.6,1616.0,0.7,6.3,3.0,1
Munich,2,42.0,16.6,1193.0,0.63,3.2,6.6,0
Berlin,6,42.5,7.0,872.0,0.74,4.1,5.1,0
Munich,11,54.9,23.7,1874.0,0.9,5.4,4.7,1
Berlin,12,37.9,12.3,916.0,0.85,3.9,6.2,0
Frankfurt,8,29.6,12.6,800.0,0.9,6.7,3.5,1
Hamburg,11,43.4,14.3,1182.0,0.86,4.9,6.9,0
Frankfurt,10,40.2,14.9,1640.0,0.41,1.0,8.9,0
Munich,4,35.3,5.0,800.0,0.51,2.7,8.3,0
Munich,2,43.2,13.3,1115.0,0.76,1.4,8.8,0
Cologne,3,49.9,19.2,1401.0,0.68,4.5,5.3,0
Hamburg,3,44.9,15.8,1385.0,0.5,1.5,8.4,0
Frankfurt,9,48.1,11.1,921.0,0.9,3.5,6.4,0
Frankfurt,10,63.1,21.2,1686.0,0.41,4.0,6.2,0
Munich,4,41.6,11.4,1011.0,0.75,4.7,4.3,0
Hamburg,6,47.8,13.2,800.0,0.9,4.8,3.8,1
Frankfurt,9,39.9,8.7,800.0,0.86,4.4,6.2,0
Hamburg,12,36.5,14.0,883.0,0.6,3.5,7.4,0
Hamburg,10,39.2,16.4,1317.0,0.61,1.8,8.9,0
Frankfurt,8,40.2,19.8,1436.0,0.44,4.8,5.4,0
Hamburg,12,48.6,11.8,811.0,0.9,7.7,3.0,1
Berlin,9,68.5,25.1,1744.0,0.9,7.5,3.3,1
Munich,6,37.8,15.1,1432.0,0.88,3.1,7.6,0
Hamburg,2,40.8,11.9,814.0,0.42,1.9,7.2,0
Hamburg,5,44.4,12.0,838.0,0.85,3.1,5.8,0
Berlin,10,49.0,13.1,1351.0,0.9,5.6,4.0,0
Cologne,3,47.6,14.3,1257.0,0.9,6.4,3.6,1
Hamburg,3,57.8,19.9,1184.0,0.75,6.2,3.6,1
Frankfurt,10,20.7,11.0,1156.0,0.58,3.3,4.8,0
Cologne,12,21.1,10.4,1158.0,0.78,3.2,8.5,0
Cologne,1,40.0,8.5,991.0,0.9,4.8,5.0,0
Berlin,11,56.0,16.3,1437.0,0.67,4.6,5.6,1
Frankfurt,4,29.3,13.7,874.0,0.9,3.2,8.0,0
Cologne,7,20.0,5.0,800.0,0.6,1.0,6.7,0
Hamburg,3,50.7,16.7,1049.0,0.9,5.1,4.4,1
Berlin,7,47.4,10.7,800.0,0.59,5.2,4.4,0
Berlin,6,34.1,14.8,964.0,0.9,5.9,3.7,1
Berlin,12,35.1,6.0,800.0,0.78,1.5,8.3,0
Munich,1,35.3,6.8,800.0,0.9,4.3,7.2,0
Cologne,5,46.1,18.5,1393.0,0.9,6.8,3.8,1
Frankfurt,11,38.7,18.7,1396.0,0.63,5.0,5.9,0
Frankfurt,6,49.9,15.8,1204.0,0.83,6.2,3.8,1
Munich,11,20.0,6.5,822.0,0.52,2.9,5.7,0
Hamburg,9,36.4,14.9,1622.0,0.69,5.6,2.3,1
Cologne,10,33.7,12.1,879.0,0.47,1.7,6.7,0
Berlin,6,42.4,13.0,1109.0,0.48,2.2,8.2,0
Munich,11,39.6,11.8,800.0,0.81,4.0,6.1,0
Munich,8,53.0,13.0,1190.0,0.69,2.1,7.7,1
Cologne,2,26.4,9.5,800.0,0.55,4.5,5.1,0
Frankfurt,1,45.5,14.9,1048.0,0.9,6.4,5.6,0
Cologne,1,50.6,15.5,1644.0,0.6,4.4,4.8,0
Frankfurt,7,63.6,18.2,1183.0,0.61,5.8,5.1,1
Cologne,8,40.2,10.7,800.0,0.84,3.9,6.1,0
Frankfurt,8,48.2,17.9,1582.0,0.66,4.9,5.0,0
Munich,12,27.0,11.6,857.0,0.69,2.9,8.3,0
Frankfurt,3,21.1,6.0,800.0,0.47,2.9,8.5,0
Cologne,5,53.4,16.5,1868.0,0.82,5.1,4.7,1
Hamburg,7,44.9,12.4,1140.0,0.62,5.9,4.9,0
Cologne,9,56.8,21.7,1727.0,0.62,6.3,4.0,1
Munich,5,31.3,10.5,800.0,0.54,2.2,7.8,0
Frankfurt,4,50.2,17.8,1516.0,0.9,7.0,3.2,1
Frankfurt,4,63.7,22.3,1438.0,0.52,4.3,5.0,0
Frankfurt,6,49.2,15.5,1135.0,0.51,4.8,4.9,0
Munich,9,47.8,12.4,987.0,0.53,6.2,3.2,0
Cologne,1,45.1,12.0,1006.0,0.62,3.4,7.5,0
Frankfurt,1,29.3,13.1,1023.0,0.54,3.4,6.5,0
Hamburg,1,58.6,17.3,1249.0,0.71,6.7,2.0,1
Hamburg,4,38.9,11.7,1123.0,0.9,2.6,6.7,0
Berlin,4,50.0,13.3,800.0,0.56,4.9,1.9,1
Hamburg,11,29.4,6.1,800.0,0.61,2.7,6.8,0
Berlin,8,33.2,8.8,800.0,0.9,2.5,7.5,0
Frankfurt,5,59.4,24.8,2190.0,0.69,9.4,1.0,1
Munich,10,41.5,15.8,1174.0,0.77,3.0,9.0,0
Munich,4,59.5,18.3,1549.0,0.8,7.5,3.1,1
Munich,8,44.2,18.0,1506.0,0.9,3.8,6.7,0
Frankfurt,7,26.6,8.4,800.0,0.8,1.0,7.3,0
Frankfurt,6,53.9,22.0,1750.0,0.71,5.5,4.1,1
Cologne,2,39.1,19.7,1225.0,0.58,4.9,4.6,0
Hamburg,5,52.0,20.4,1703.0,0.79,6.6,2.6,1
Frankfurt,12,45.3,15.4,1083.0,0.9,6.9,2.3,1
Hamburg,2,29.6,12.0,1194.0,0.74,7.4,1.0,1
Munich,6,46.6,15.6,1211.0,0.9,5.0,3.7,1
Hamburg,9,67.0,16.8,1191.0,0.9,5.7,5.2,1
Cologne,9,49.9,14.7,1414.0,0.64,5.7,4.2,0
Munich,6,44.4,12.0,800.0,0.88,4.0,5.5,0
Hamburg,4,55.8,16.6,1503.0,0.58,7.0,3.0,1
Cologne,10,47.1,21.1,1780.0,0.67,2.8,8.4,0
Hamburg,12,47.1,19.1,1452.0,0.83,8.3,1.7,1
Cologne,9,34.1,12.7,800.0,0.69,4.7,5.8,0
Hamburg,5,47.3,18.2,1706.0,0.59,2.2,6.9,0
Munich,8,55.4,12.8,1122.0,0.73,4.5,4.9,1
Munich,12,36.6,14.4,997.0,0.84,4.9,5.5,0
Berlin,9,59.2,22.6,1854.0,0.9,7.7,4.2,1
Cologne,5,44.1,8.0,839.0,0.9,2.5,8.9,0
Hamburg,6,36.1,14.3,1169.0,0.89,4.7,5.9,0
Hamburg,4,55.0,14.1,1172.0,0.74,2.6,7.6,1
Hamburg,12,42.1,8.1,857.0,0.64,4.1,7.3,0
Frankfurt,1,52.6,21.5,2028.0,0.62,6.9,3.9,1
Cologne,1,42.1,11.0,857.0,0.4,3.4,4.3,0
Hamburg,5,44.4,12.7,800.0,0.6,2.2,6.8,0
Berlin,3,49.9,19.6,1309.0,0.86,5.2,5.1,0
Munich,7,47.9,15.1,1066.0,0.78,3.9,4.3,0
Frankfurt,4,25.0,7.8,800.0,0.9,3.4,5.7,0
Frankfurt,4,33.8,10.7,800.0,0.53,2.1,7.2,0
Munich,4,54.3,19.1,1901.0,0.79,4.3,5.5,1
Frankfurt,6,43.7,13.9,1216.0,0.8,1.3,8.4,0
Berlin,9,39.8,13.6,983.0,0.65,4.2,5.5,0
Berlin,12,31.4,9.0,800.0,0.63,2.9,7.9,0
Munich,12,34.2,12.5,800.0,0.84,1.6,8.1,0
Cologne,9,24.8,9.2,968.0,0.67,2.8,6.8,0
Frankfurt,11,44.0,20.4,1239.0,0.9,5.9,2.7,1
Hamburg,5,39.0,11.9,1051.0,0.9,3.6,7.4,0
Hamburg,11,35.3,11.2,800.0,0.74,3.9,5.4,0
Berlin,8,44.3,15.5,1156.0,0.51,4.8,4.1,0
Cologne,4,48.6,19.1,1777.0,0.85,3.1,7.2,0
Cologne,12,65.9,18.7,1169.0,0.9,9.7,1.0,1
Frankfurt,8,29.9,10.3,800.0,0.38,2.3,7.2,0
Frankfurt,10,56.6,11.3,1033.0,0.86,6.6,3.6,1
Munich,9,54.7,17.4,1487.0,0.82,6.6,3.0,1
Berlin,12,37.2,15.6,1264.0,0.88,3.5,8.8,0
Munich,8,47.0,13.5,1179.0,0.65,5.6,4.3,0
Munich,8,40.4,14.0,998.0,0.68,4.4,6.2,0
Cologne,9,46.9,14.0,1509.0,0.69,2.6,5.5,0
Frankfurt,10,60.1,17.5,1074.0,0.79,5.5,3.6,1
Hamburg,8,51.1,19.9,1827.0,0.9,4.2,4.7,1
Munich,4,50.1,13.6,1123.0,0.9,4.3,4.7,1
Berlin,5,40.7,14.4,1279.0,0.35,2.1,8.3,0
Munich,10,30.2,11.0,1037.0,0.61,4.7,6.3,0
Hamburg,6,42.9,11.7,1051.0,0.54,6.7,3.7,0
Hamburg,5,57.1,19.5,1397.0,0.81,7.2,2.6,1
Berlin,9,29.7,7.1,800.0,0.84,4.9,4.5,0
Hamburg,2,34.4,13.0,800.0,0.63,2.9,8.2,0
Hamburg,6,46.3,11.5,858.0,0.42,3.7,8.4,0
Hamburg,10,35.2,10.7,920.0,0.43,2.3,7.8,0
Munich,2,37.1,11.6,1049.0,0.54,4.7,6.3,0
Berlin,11,40.8,16.9,1432.0,0.73,4.4,5.9,0
Munich,8,31.3,10.9,800.0,0.76,3.0,7.7,0
Berlin,8,35.3,14.6,1057.0,0.66,5.5,3.4,1
Hamburg,5,52.0,19.0,1388.0,0.57,5.8,3.7,1
Hamburg,12,31.9,12.3,800.0,0.78,1.9,8.5,0
Frankfurt,10,29.0,8.7,800.0,0.81,1.9,9.3,0
Hamburg,8,38.7,16.0,1277.0,0.61,4.9,4.3,0
Berlin,5,52.3,16.4,1592.0,0.79,6.8,1.2,1
Cologne,4,43.0,9.2,800.0,0.51,5.1,4.4,0
Berlin,9,40.4,12.8,800.0,0.68,6.9,4.1,0
Hamburg,8,45.4,16.5,1201.0,0.9,7.0,1.4,1
Hamburg,4,27.5,5.0,800.0,0.59,3.4,5.4,0
Cologne,2,49.9,14.0,1364.0,0.75,3.7,6.4,0
Hamburg,2,48.8,12.6,990.0,0.9,2.9,7.0,0
Frankfurt,2,40.9,16.0,990.0,0.81,3.5,7.1,0
Cologne,11,55.1,23.4,1623.0,0.8,6.6,2.1,1
Munich,12,33.7,10.6,887.0,0.73,6.1,3.6,1
Frankfurt,10,56.3,20.4,1827.0,0.63,6.3,4.9,1
Berlin,12,46.5,17.0,1726.0,0.9,6.4,2.4,1
Frankfurt,8,41.6,18.5,1247.0,0.46,3.8,7.7,0
Frankfurt,6,44.8,13.0,1066.0,0.51,5.4,3.5,0
Hamburg,1,43.9,14.0,913.0,0.54,5.6,5.2,0
Munich,12,57.2,18.0,1264.0,0.48,2.8,6.9,0
Cologne,10,34.2,11.6,800.0,0.72,2.8,6.1,0
Frankfurt,4,37.4,20.0,1531.0,0.9,5.2,4.3,0
Hamburg,3,55.4,18.5,1307.0,0.9,5.9,4.6,1
Frankfurt,10,39.0,10.5,1332.0,0.74,2.1,7.9,0
Munich,11,54.0,14.5,1071.0,0.38,1.8,9.4,0
Cologne,7,62.0,24.4,2151.0,0.65,5.7,5.8,1
Hamburg,10,41.0,11.1,800.0,0.48,4.0,4.8,0
Frankfurt,5,51.8,19.3,1988.0,0.46,3.9,4.9,0
Munich,1,33.5,9.1,800.0,0.72,3.6,5.1,0
Berlin,12,52.5,13.7,1265.0,0.9,6.0,3.1,1
Berlin,6,47.0,17.5,1280.0,0.9,5.7,5.4,0
Munich,4,49.7,14.7,1370.0,0.75,1.4,9.1,0
Cologne,10,38.5,14.1,1197.0,0.6,1.9,7.6,0
Frankfurt,6,28.4,11.0,801.0,0.6,2.4,7.6,0
Frankfurt,7,50.0,18.3,1249.0,0.9,5.9,5.5,1
Munich,9,24.4,7.3,800.0,0.79,3.2,8.7,0
Frankfurt,1,41.8,16.0,1215.0,0.72,4.9,5.4,0
Cologne,6,54.4,15.4,1403.0,0.64,4.9,2.5,1
Munich,11,46.9,8.3,800.0,0.47,4.2,6.1,0
Berlin,8,64.5,23.6,1505.0,0.9,5.4,5.6,1
Berlin,4,55.3,18.9,1642.0,0.64,6.7,3.5,1
Hamburg,10,38.5,11.0,1138.0,0.63,2.5,8.3,0
Berlin,9,45.3,10.7,800.0,0.87,5.8,4.6,0
Frankfurt,4,44.5,8.7,1060.0,0.88,4.8,4.0,0
Cologne,4,29.2,9.9,1070.0,0.39,2.9,6.3,0
Cologne,12,35.6,16.8,1219.0,0.34,2.6,7.1,0
Hamburg,9,39.4,12.7,800.0,0.72,1.9,9.2,0
Frankfurt,4,24.6,7.1,800.0,0.55,1.5,7.7,0
Munich,9,45.5,15.1,933.0,0.51,4.1,6.4,0
Hamburg,1,42.5,20.7,1523.0,0.84,1.0,9.3,0
Frankfurt,8,28.3,11.7,800.0,0.8,2.5,9.1,0
Munich,2,49.0,13.5,1085.0,0.86,6.3,3.7,1
Berlin,8,52.2,17.5,1691.0,0.9,6.1,2.2,1
Berlin,5,47.3,16.8,1415.0,0.49,4.0,6.7,0
Munich,1,41.8,10.8,1064.0,0.9,4.2,7.9,0
Hamburg,1,50.9,19.2,1470.0,0.9,4.3,6.5,1
Munich,6,51.8,14.8,1205.0,0.86,5.4,3.8,1
Frankfurt,1,48.1,11.5,800.0,0.9,7.1,1.8,1
Munich,2,36.8,12.5,979.0,0.88,5.1,3.9,1
Frankfurt,11,47.8,15.7,1105.0,0.88,5.6,6.4,0
Frankfurt,3,57.0,19.0,1486.0,0.71,5.0,4.7,1
Berlin,11,39.0,10.7,812.0,0.78,5.0,4.3,0
Frankfurt,11,66.0,20.1,1547.0,0.57,4.1,5.8,0
Cologne,2,39.7,16.6,1752.0,0.65,3.6,6.1,0
Berlin,9,45.3,16.4,1668.0,0.73,5.4,6.2,0
Berlin,10,38.3,9.9,1074.0,0.62,4.9,4.0,0
Munich,12,47.2,9.9,1150.0,0.9,5.7,5.5,0
Frankfurt,6,27.6,6.4,800.0,0.61,3.2,6.9,0
Munich,9,39.5,13.7,1088.0,0.71,3.7,7.5,0
Frankfurt,5,34.1,9.5,800.0,0.5,4.2,7.4,0
Berlin,4,46.4,13.3,1113.0,0.65,3.2,6.9,0
Cologne,12,54.9,16.5,1282.0,0.87,4.2,5.5,1
Berlin,2,51.5,16.9,1147.0,0.73,5.2,4.8,1
Hamburg,4,21.3,9.4,815.0,0.65,2.4,7.5,0
Munich,8,65.4,21.8,1431.0,0.81,3.8,4.5,1
Cologne,2,48.0,16.2,1321.0,0.71,5.5,6.1,0
Munich,12,37.2,11.7,800.0,0.66,4.9,5.4,0
Frankfurt,8,46.6,14.0,1106.0,0.48,4.5,4.3,0
Munich,2,46.8,18.3,1500.0,0.9,8.2,1.0,1
Berlin,1,38.3,15.0,1130.0,0.76,2.8,4.9,0
Berlin,4,47.0,21.8,1416.0,0.76,4.2,6.6,0
Munich,7,38.9,14.8,947.0,0.54,3.3,6.1,0
Frankfurt,2,41.0,12.2,1064.0,0.56,4.0,5.6,0
Frankfurt,11,38.1,10.0,800.0,0.46,3.3,7.2,0
Cologne,3,30.7,13.1,1159.0,0.28,1.0,8.5,0
Berlin,12,46.5,13.0,1045.0,0.65,3.8,6.7,0
Munich,6,50.9,19.4,1511.0,0.54,4.9,5.2,0
Cologne,2,50.1,14.4,1224.0,0.9,6.9,3.1,1
Hamburg,9,53.2,18.8,1367.0,0.9,8.6,1.0,1
Cologne,6,48.2,12.9,1112.0,0.59,6.8,2.4,0
Hamburg,6,39.7,15.6,1161.0,0.88,2.8,7.8,0
Hamburg,12,53.4,14.1,1635.0,0.81,4.3,5.0,1
Cologne,8,31.4,11.3,800.0,0.86,2.9,8.3,0
Berlin,1,36.0,11.4,841.0,0.61,6.3,6.1,0
Cologne,10,35.4,12.1,904.0,0.9,3.3,7.4,0
Cologne,3,55.8,17.4,1123.0,0.9,3.6,7.9,1
Berlin,2,54.4,16.9,1496.0,0.9,4.7,6.0,1
Berlin,1,49.9,17.1,1281.0,0.9,6.1,3.3,1
Berlin,11,55.7,15.6,800.0,0.58,6.6,3.6,1
Berlin,12,36.2,9.0,863.0,0.5,3.3,8.7,0
Berlin,11,48.5,15.1,1080.0,0.9,5.9,3.6,1
Berlin,6,43.7,13.4,1050.0,0.39,1.0,8.0,0
Cologne,4,53.5,14.8,1320.0,0.68,5.5,3.4,1
Munich,6,43.8,17.4,1318.0,0.51,5.7,4.1,0
Munich,8,41.2,12.7,942.0,0.72,2.9,6.1,0
Munich,7,50.4,16.1,1783.0,0.73,3.8,7.9,1
Cologne,12,53.8,13.9,800.0,0.9,2.6,7.6,1
Berlin,3,38.3,19.0,1262.0,0.9,6.2,4.8,0
Hamburg,3,44.4,22.1,1548.0,0.67,3.4,6.3,0
Berlin,6,34.4,9.1,1088.0,0.76,3.8,5.1,0
Frankfurt,1,20.0,10.4,800.0,0.59,2.9,5.8,0
Berlin,3,47.0,15.4,1279.0,0.63,7.0,2.1,1
Munich,8,51.1,21.8,1652.0,0.9,4.9,5.5,1
Berlin,3,47.6,16.9,1471.0,0.73,4.0,6.6,0
Berlin,1,25.5,8.8,800.0,0.6,2.8,7.8,0
Frankfurt,10,41.5,6.3,800.0,0.54,6.1,2.4,0
Hamburg,12,22.8,5.0,800.0,0.7,2.0,8.0,0
Hamburg,9,58.7,19.6,1658.0,0.66,4.4,4.5,1
Munich,2,34.1,12.0,811.0,0.41,1.1,9.3,0
Hamburg,7,57.6,15.5,1306.0,0.9,3.9,6.6,1
Munich,8,54.5,16.0,1761.0,0.65,6.7,2.1,1
Cologne,3,36.0,13.7,1206.0,0.66,3.1,7.8,0
Frankfurt,7,33.7,7.1,800.0,0.8,2.5,9.9,0
Berlin,10,48.5,16.6,1051.0,0.9,3.8,7.1,0
Frankfurt,4,36.6,15.9,1417.0,0.88,3.8,6.1,0
Hamburg,2,46.0,16.5,1494.0,0.9,4.2,5.4,0
Berlin,4,40.2,14.4,1214.0,0.47,3.6,6.2,0
Frankfurt,8,27.2,5.0,800.0,0.9,4.7,4.5,0
Frankfurt,2,22.7,5.1,974.0,0.44,4.6,5.7,0
Munich,6,47.3,21.9,1925.0,0.47,2.3,6.5,0
Cologne,10,39.4,11.3,1154.0,0.47,4.4,3.7,0
Frankfurt,3,39.5,16.9,1369.0,0.9,2.8,7.4,0
Berlin,3,52.0,15.5,1213.0,0.7,4.8,5.2,1
Cologne,6,56.7,18.1,1573.0,0.7,6.1,3.3,1
Cologne,3,42.3,15.6,1225.0,0.5,3.9,4.8,0
Berlin,2,41.6,14.2,1123.0,0.52,4.5,5.8,0
Cologne,2,50.0,17.8,1518.0,0.87,6.0,3.0,1
Hamburg,3,31.4,8.0,800.0,0.41,3.6,6.3,0
Cologne,2,47.2,12.3,1031.0,0.74,3.8,8.0,0
Munich,6,50.5,14.2,1151.0,0.87,4.1,6.5,1
Cologne,4,51.8,15.7,1447.0,0.71,3.0,5.6,1
Frankfurt,1,25.6,7.9,800.0,0.76,1.3,7.4,0
Cologne,3,37.4,15.6,846.0,0.69,6.7,3.5,1
Munich,10,36.2,12.3,925.0,0.37,2.4,6.2,0
Munich,11,46.0,16.8,1422.0,0.77,2.8,5.2,0
Cologne,3,49.8,17.0,1555.0,0.9,5.5,5.1,0
Hamburg,4,60.0,16.6,1193.0,0.79,5.8,4.5,1
Cologne,6,40.1,13.4,1181.0,0.88,3.7,6.7,0
Berlin,1,40.0,13.7,1326.0,0.78,6.1,4.1,0
Munich,2,56.5,21.1,1839.0,0.64,6.5,3.5,1
Cologne,10,48.0,12.8,864.0,0.68,4.0,5.3,0
Hamburg,3,57.7,13.1,912.0,0.59,5.1,5.4,0
Hamburg,5,47.9,16.5,1406.0,0.68,4.0,7.5,0
